A,burntumber,rawumber,vanDykeBrown,burntsienna,rawsSenna,redochre,redlead,cadmiumred,alizarin,madderLake,lacdye,carminelake,vermilion,realgar,ylakereseda,massicot,yellowochre,gamboge,naplesYellow,leadtinYellow..II,leadtinyellow..I,saffron,orpiment,cobaltyellow,cadmiumyellow,chromegreen,cobaltgreen,cadmiumgreen,greenearth,viridian,phthalogreen,verdigris,malachite,bluebice,cobaltblue,azurite,egyptianblue,ultramarine,phthaloblue,smalt,indigo,mayablue,prussianblue,cobaltviolet,ivoryblack,vineblack,boneblack,lampblack,gypsum,chalk,leadwhite,zincwhite,titaniumwhite,lithopone
373.74,10.638,10.875,9.609,11.419,13.55,9.381,16.198,11.41,13.299,14.616,11.61,8.436,17.087,16.259,11.88,16.496,9.539,11.582,17.027,17.324,19.274,23.932,16.715,18.106,17.12,10.791,9.67,10.368,6.554,21.633,5.603,7.161,9.604,14.835,52.131,9.046,10.377,12.41,6.017,25.361,10.805,8.269,5.165,37.469,6.701,8.227,7.697,9.111,30.477,23.416,99.581,22.899,21.787,75.696
373.96,10.183,9.9,9.051,11.183,12.946,8.968,15.713,11.22,12.818,14.448,11.224,7.22,16.325,15.699,11.553,15.407,9.115,11.179,16.613,16.782,18.489,23.179,15.174,17.028,17.243,10.096,9.48,9.895,6.293,20.54,5.242,6.872,8.831,14.224,51.299,9.233,9.777,11.485,5.671,24.832,10.37,7.767,5.041,35.449,6.311,7.676,6.448,8.786,31.245,22.284,98.498,22.27,21.28,74.761
374.18,11.301,10.144,9.173,10.54,12.844,9.515,16.389,12.227,13.14,15.07,11.512,7.94,16.564,16.06,12.263,15.448,9.438,11.013,17.027,17.504,18.755,23.316,14.625,17.324,17.842,10.513,9.434,9.874,6.372,20.91,5.385,7.126,8.984,14.481,51.302,10.023,10.945,12.412,5.583,24.967,10.702,7.603,4.863,35.607,6.788,7.828,7.76,9.299,31.495,22.934,98.061,21.98,21.899,75.523
374.4,11.289,11.398,9.878,11.346,14.215,9.712,17.014,13.462,14.885,15.323,12.371,8.866,17.952,17.137,13.129,16.458,10.588,11.665,17.413,17.86,18.766,24.597,15.428,18.052,18.083,11.416,10.395,10.47,5.723,21.793,6.764,8.095,10.321,15.884,51.165,11.552,12.196,13.716,6.838,25.81,12.358,8.529,6.168,35.916,7.828,8.989,8.774,9.957,30.862,23.471,98.427,22.35,22.783,75.28
374.62,11.046,11.454,9.719,11.252,14.276,9.763,16.778,12.615,14.017,15.034,11.883,8.877,17.777,17.216,13.82,16.567,11.051,11.187,17.54,18.11,19.047,24.564,14.977,18.066,18.579,11.182,10.582,10.674,6.022,21.931,7.037,8.601,10.253,16.068,51.621,11.984,12.172,13.68,7.957,25.936,12.786,8.211,6.121,35.702,7.033,9.346,9.088,10.227,31.298,23.771,99.628,21.676,23.241,75.988
374.84,10.614,10.238,8.445,10.779,13.756,8.667,15.964,12.713,13.066,14.576,11.67,8.519,17.897,17.522,13.289,16.252,10.504,11.163,16.47,18.011,19.194,24.657,15.013,16.872,18.495,11.067,10.679,10.779,5.322,21.877,6.132,8.266,9.736,15.213,51.405,11.294,12.534,13.114,7.541,25.98,12.695,7.781,6.071,35.611,6.594,9.409,8.872,10.326,31.524,22.776,100.816,21.79,23.222,76.682
375.05,8.742,9.297,7.234,9.721,12.04,8.464,14.684,12.192,12.577,13.076,12.196,7.901,16.968,16.756,13.063,15.932,9.175,11.065,16.378,17.024,19.573,24.214,13.999,16.24,17.7,9.877,10.189,10.077,5.414,21.783,4.828,7.58,8.82,14.857,50.717,10.818,12.092,12.231,7.242,25.246,11.945,7.294,5.816,35.509,6.016,7.975,7.923,9.396,32.202,22.104,100.113,21.441,22.828,76.561
375.27,8.967,9.789,7.871,10.478,12.341,8.924,14.576,12.534,13.253,13.489,12.041,8.517,17.201,16.867,13.266,15.655,9.536,11.009,17.026,17.471,19.706,24.237,14.623,16.469,17.531,10.478,10.864,10.358,5.534,22.464,5.258,8.17,8.937,15.223,50.64,10.821,12.739,12.41,8.213,25.688,11.305,7.447,6.821,35.824,6.102,8.461,8.016,9.545,32.731,23.025,100.128,22.395,22.811,77.069
375.49,10.132,11.387,8.343,11.328,11.992,9.235,15.079,13.108,13.878,13.531,12.753,8.842,17.07,17.595,13.768,16.013,10.576,11.523,17.591,17.777,20.31,24.614,15.045,17.054,17.899,10.774,11.751,11.096,5.127,23.083,6.558,8.487,9.396,16.259,51.148,11.299,13.396,13.062,9.476,25.963,11.81,7.806,7.628,36.446,6.427,8.876,7.979,10.009,33.215,23.392,99.751,22.804,22.914,77.014
375.71,10.356,12.205,8.819,11.304,11.679,9.565,14.673,13.224,13.86,13.456,12.466,9.021,16.476,17.482,13.982,16.114,10.761,11.489,17.52,18.215,19.912,23.897,14.955,17.255,17.988,10.71,11.814,11.552,5.037,22.797,6.873,8.621,9.312,15.958,51.314,11.098,13.801,13.279,9.758,25.67,11.401,7.05,7.619,36.712,7.097,9.009,8.541,10.478,33.772,23.774,100.446,23.206,23.227,78.437
375.93,10.451,12.386,8.735,10.908,11.385,9.974,15.25,13.403,13.198,13.085,12.47,9.275,17.046,17.913,13.705,14.701,11.213,11.578,17.482,18.872,20.183,23.922,14.948,17.277,18.357,11.356,12.252,11.917,5.35,23.256,6.951,9.325,9.187,15.556,51.985,10.774,13.692,13.977,9.312,25.961,10.556,7.085,7.943,37.551,7.093,8.944,8.299,10.598,33.344,23.516,100.791,23.616,23.243,79.177
376.15,11.016,12.429,8.984,10.686,11.433,9.893,14.965,13.441,12.656,13.098,12.09,8.447,17.48,17.774,13.602,14.82,10.376,12.549,18.294,18.352,20.363,23.928,15.242,17.166,18.282,11.933,12.214,11.574,5.343,23.432,7.01,9.31,9.938,16.328,51.557,11.326,13.99,13.705,9.422,25.357,10.293,7.807,8.612,37.249,7.39,8.397,8.046,10.624,33.783,23.978,101.14,23.722,22.912,79.199
376.36,10.905,12.893,9.067,10.173,10.968,9.535,14.632,12.462,12.251,12.959,11.489,8.703,17.083,17.31,13.427,14.967,10.429,12.338,18.461,18.023,20.755,23.637,16.222,17.215,17.629,11.696,12.019,10.86,5.816,24.233,6.807,9.527,9.183,16.106,51.853,10.819,14.002,13.303,9.477,24.966,10.069,6.914,8.38,38.186,7.452,8.475,8.558,10.429,33.546,24.494,101.366,23.98,22.958,79.431
376.58,10.35,12.798,8.945,9.95,11.368,9.492,13.954,12.132,11.543,12.442,11.932,8.328,16.426,17.37,13.145,15.115,10.881,12.197,19.009,17.517,20.57,23.405,16.197,16.827,16.941,11.151,12.279,10.236,5.183,23.708,6.865,9.823,8.973,16.271,52.115,10.763,13.01,12.851,9.169,24.823,10.411,7.425,8.904,38.634,7.204,7.711,7.833,10.894,34.731,23.785,101.655,24.782,23.291,79.904
376.8,10.513,12.646,8.393,9.892,10.305,9.291,13.451,12.074,10.807,12.679,12.446,8.184,15.633,16.626,12.957,15.302,10.44,11.208,18.415,17.002,20.593,23.033,15.625,16.654,16.495,10.787,12.082,9.573,6.32,22.93,6.113,9.165,8.699,15.67,52.497,9.97,12.679,12.188,8.368,24.197,9.937,6.942,8.323,38.58,6.885,6.084,7.686,11.171,35.283,23.396,101.43,25.402,22.922,81.442
377.02,9.529,11.338,7.553,8.535,9.57,7.688,12.295,11.15,10.218,11.281,11.248,7.199,14.772,15.355,10.898,14.365,8.881,10.071,16.72,15.298,19.539,23.083,14.385,15.64,15.155,10.144,10.878,8.303,6.158,21.841,4.991,7.936,7.826,14.255,51.3,8.788,11.892,10.975,6.975,23.34,8.433,6.131,6.857,37.375,6.091,5.349,6.046,9.456,34.681,22.574,101.161,26.065,22.501,81.484
377.24,9.372,11.359,8.115,9.062,9.725,7.525,12.03,10.757,10.693,11.243,11.219,7.195,14.668,15.459,11.223,14.732,8.986,9.323,16.31,15.194,19.767,22.839,13.997,15.888,14.507,10.295,10.677,8.275,6.513,21.225,4.947,8.131,8.147,14.848,50.753,8.741,11.054,10.564,7.44,23.128,7.814,5.666,7.211,37.318,6.2,5.886,5.71,9.167,34.226,23.272,100.843,26.308,22.417,80.932
377.45,9.706,11.678,8.27,9.075,10.666,7.281,12.154,10.317,10.313,11.146,11.305,7.44,14.896,14.634,11.131,14.801,10.027,8.9,15.722,15.194,19.348,22.467,14.575,16.114,14.912,10.936,10.587,8.512,6.599,21.598,5.361,8.424,8.65,14.861,50.776,8.623,11.611,10.916,7.984,23.805,8.158,5.813,7.115,36.947,6.464,6.099,6.008,9.551,33.295,23.261,102,27.225,22.483,81.437
377.67,9.781,11.353,8.075,8.694,10.863,7.432,11.969,10.777,9.471,10.934,11.208,7.126,14.62,14.181,10.871,15.318,9.879,8.538,15.475,14.887,19.099,22.609,14.754,15.93,15.463,10.118,10.393,8.647,7.022,21.671,5.353,8.753,9.267,14.895,50.531,8.545,12.087,10.851,7.412,24.624,8.408,6.141,7.028,37.288,6.369,6.467,6.137,9.895,33.318,23.197,101.8,27.323,22.699,81.199
377.89,9.287,10.473,7.978,8.452,11.289,7.562,11.219,10.511,9.357,10.507,10.663,7.01,14.704,14.242,10.434,15.59,9.217,8.401,15.062,14.93,19.177,22.27,14.879,15.412,15.427,9.882,9.272,8.048,7.139,21.345,5.094,8.506,8.802,14.37,50.668,8.211,11.914,10.465,7.434,24.745,7.954,6.322,6.816,37.087,5.817,6.497,5.86,9.633,33.341,23.284,102.3,27.582,23.222,81.103
378.11,8.326,10.074,7.319,8.503,11.323,7.258,10.585,10.378,7.923,10.105,10.236,6.39,14.493,13.778,9.475,14.8,8.626,8.226,14.908,14.785,18.903,22.092,14.45,14.923,14.842,9.056,9.463,7.292,7.643,21.708,4.999,8.015,8.318,14.366,50.421,7.408,11.619,9.698,6.801,24.647,7.592,5.836,6.416,36.896,4.929,6.378,4.976,9.628,33.21,22.557,101.306,28.032,22.142,80.635
378.33,7.654,9.932,7.016,8.361,10.773,6.936,9.794,9.722,7.67,9.802,9.775,6.172,13.715,13.364,9.252,15.19,7.708,8.052,14.162,14.113,18.557,21.179,14.541,14.678,14.082,8.212,9.091,6.619,7.495,21.026,4.139,7.509,7.922,14.082,49.297,6.695,11.644,9.336,6.512,23.949,7.188,4.796,5.358,36.036,4.731,5.812,5.251,9.11,33.362,22.772,101.498,28.015,22.126,80.854
378.54,7.53,9.829,7.436,8.632,11.01,7.142,10.584,10.12,7.934,10.644,10.263,6.247,13.721,13.588,9.916,15.147,8.398,8.429,14.068,14.861,18.997,20.968,14.34,15.008,14.026,7.613,9.742,6.813,7.844,20.617,4.529,8.142,7.764,13.872,48.56,6.809,11.754,9.965,6.711,24.882,7.232,4.609,5.016,36.327,5.432,6.896,5.375,9.625,32.805,22.742,100.891,29.061,22.697,81.082
378.76,7.257,9.268,7.153,9.163,10.695,6.783,10.684,10.535,7.773,10.546,11.036,6.461,13.491,14.205,9.765,15.356,8.236,8.083,14.033,14.974,18.771,20.939,13.745,15.139,14.175,7.829,9.309,6.656,7.258,19.758,4.384,7.504,8.188,13.424,48.219,6.772,11.869,10.303,6.245,24.993,7.526,4.836,5.34,37.199,5.583,6.753,5.101,9.458,32.644,23.117,102.055,29.635,22.811,82.398
378.98,7.257,9.197,7.42,9.52,10.132,6.997,10.385,10.285,7.569,10.563,10.392,6.626,14.006,14.147,9.643,14.507,7.914,8.289,13.216,15.304,18.217,21.066,13.757,15.197,14.043,8.326,9.105,6.63,7.548,19.697,4.293,6.923,8.196,13.193,48.291,6.222,12.232,10.507,6.827,24.851,7.187,4.426,5.168,36.957,5.502,6.849,4.905,8.852,32.254,23.073,102.285,30.46,22.313,82.217
379.2,7.492,9.218,8.022,10.067,10.78,7.477,10.938,10.491,8.106,11.124,10.462,6.804,14.768,14.72,10.674,15.071,8.293,9.398,14.021,16.289,18.85,21.114,14.303,15.722,14.738,8.889,9.562,7.51,6.692,20.445,5.311,7.492,8.384,14.171,48.696,7.232,12.887,10.762,8.011,25.581,7.748,5.03,5.333,37.634,6.413,7.612,4.847,9.079,32.957,24.085,102.74,31.562,22.79,82.339
379.42,8.26,10.556,9.032,11.357,11.249,8.231,11.853,11.616,8.644,12.618,11.292,7.929,15.13,15.334,11.9,15.672,9.395,9.866,15.259,16.502,19.236,20.903,15.151,16.103,15.363,9.575,10.646,8.12,6.554,21.406,5.975,8.641,8.871,15.334,49.423,7.976,13.858,11.666,8.9,26.544,8.756,6.234,6.539,38.864,7.534,8.037,6.047,10.459,33.534,24.518,103.129,32.53,23.066,82.715
379.63,7.776,10.079,8.395,10.59,10.912,8.341,11.717,11.166,8.073,12.131,11.241,8.188,15.131,14.534,11.27,15.428,8.981,10.261,15.775,16.171,18.563,20.237,15.496,15.614,15.717,8.967,10.715,7.662,6.499,21.395,5.924,8.238,8.863,15.299,49.848,8.366,14.523,11.734,8.084,26.415,8.806,6.2,6.135,38.353,7.229,7.423,6.275,9.872,34.897,23.955,102.91,33.387,22.868,83.192
379.85,7.446,9.724,8.025,10.019,9.536,8.121,11.064,10.872,8.04,11.864,10.595,7.467,14.736,15.244,10.424,15.432,8.59,9.991,16.179,15.983,17.842,20.205,15.198,14.668,15.382,8.679,10.023,6.678,6.448,20.468,5.662,7.936,8.434,14.842,49.101,7.84,13.868,11.736,7.45,25.945,8.818,6.071,5.637,38.413,6.149,7.556,5.53,9.511,34.72,23.681,102.125,34.273,22.683,83.089
380.07,7.551,9.227,7.848,10.086,9.273,7.653,11.409,10.486,8.205,12.382,10.451,7.925,14.811,15.554,11.561,15.526,8.449,10.458,15.978,15.494,17.29,19.936,14.74,14.486,15.342,8.817,9.917,6.391,6.698,20.395,5.05,7.915,8.081,14.999,48.67,8.24,12.933,11.614,7.455,25.584,8.399,6.051,5.181,38.74,6.125,7.597,5.255,9.174,34.976,23.394,102.589,35.482,22.793,83.456
380.29,7.15,9.019,7.066,9.846,8.753,7.556,11.495,10.385,7.57,11.586,9.664,7.657,14.31,15.588,11.397,14.723,8.435,9.513,15.416,15.129,16.855,19.418,14.292,13.746,14.978,8.585,9.678,6.418,6.475,19.852,4.128,7.811,7.951,14.803,48.374,7.997,13.014,11.827,6.838,25.65,7.776,5.83,4.835,38.388,5.872,7.276,5.112,8.568,35.007,23.476,102.006,36.158,22.555,83.257
380.51,8.106,8.997,7.689,9.729,8.997,8.47,12.06,10.592,8.48,12.247,9.899,7.884,14.869,16.01,11.945,15.5,9.181,9.895,15.583,14.969,17.238,19.759,14.99,13.922,15.434,9.021,9,6.899,6.316,19.555,4.089,8.258,8.657,15.119,48.314,9.136,13.922,12.517,7.322,26.637,8.165,6.156,5.431,38.991,6.247,7.488,5.411,8.48,35.015,23.547,102.549,37.476,23.186,84.052
380.72,8.931,9.568,8.015,9.899,9.773,8.777,12.417,10.484,9.017,12.212,10.467,7.765,15.468,16.327,11.794,16.022,9.691,10.108,16.081,15.123,18.03,20.452,14.77,14.11,15.465,9.746,8.743,7.324,6.148,19.977,4.909,8.336,9.215,15.851,49.042,9.725,14.192,12.605,7.724,27.085,9.232,6.787,6.506,39.704,6.356,8.189,5.805,8.863,35.289,23.411,102.521,39.15,23.476,84.744
380.94,8.158,9.027,7.062,9.344,9.119,7.77,11.425,9.753,8.513,11.449,9.436,7.385,14.767,15.452,11.289,14.907,8.751,9.3,15.084,14.658,17.271,19.812,14.515,13.37,14.927,9.221,7.896,6.867,6.404,19.458,3.894,7.692,8.237,15.659,49.37,9.221,13.568,11.453,7.229,26.397,8.612,5.999,5.924,39.471,4.96,7.583,5.294,8.07,35.628,22.912,103.093,39.988,23.229,85.029
381.16,8.367,9.498,7.38,9.169,10.103,8.189,11.567,10.143,8.699,11.959,9.562,7.088,15.367,15.616,11.701,14.766,8.441,9.539,15.132,14.891,17.768,20.051,14.924,13.642,14.88,9.737,8.139,7.289,6.782,20.34,4.512,8.3,8.723,16.257,50.027,9.633,13.648,12.074,7.719,26.706,8.807,6.564,6.386,39.135,4.956,7.806,5.466,8.451,35.916,23.194,102.918,41.418,23.237,85.002
381.38,7.696,8.914,7.002,8.851,9.975,7.769,11.691,9.602,8.547,11.634,9.258,6.608,14.311,15.095,10.893,14.978,8.04,9.328,15.021,14.704,17.845,19.527,14.678,13.523,14.467,9.558,8.043,7.139,6.87,20.281,4.469,8.7,8.841,16.673,49.59,9.722,13.513,11.22,7.275,26.862,8.383,6.114,6.251,38.86,4.776,7.606,5.467,8.063,35.161,23.278,103.124,42.274,22.894,85.142
381.6,7.617,8.777,6.408,7.838,9.706,7.135,11.381,8.661,7.809,10.925,8.166,6.137,13.575,14.454,10.096,14.23,7.61,9.078,14.811,14.048,17.167,18.803,14.094,12.617,14.021,8.992,7.653,7.085,6.978,19.523,3.539,8.281,8.261,16.226,49.043,9.23,13.156,10.885,6.56,26.48,7.928,5.631,5.971,38.26,4.362,7.449,5.201,7.729,34.716,22.65,103.622,43.122,22.841,85.067
381.81,7.155,7.706,6.091,6.975,9.006,7.024,11.38,7.951,7.627,10.195,7.86,5.158,13.351,14.02,8.953,13.722,7.503,8.665,14.35,14.118,16.312,18.329,13.564,11.737,13.541,8.429,6.903,6.605,7.04,18.693,2.882,7.437,7.928,15.998,48.828,9.097,12.654,10.286,5.803,26.097,7.326,4.811,5.328,37.52,3.475,6.71,4.595,6.884,35.075,22.508,102.905,43.558,22.524,84.674
382.03,7.349,7.813,6.663,7.449,8.762,7.178,11.286,8.531,7.938,10.504,7.69,4.671,13.317,14.286,9.187,13.279,7.813,8.35,14.267,14.077,16.491,18.429,13.179,12.319,12.96,8.737,6.84,6.799,7.327,18.973,2.83,7.249,7.977,16.202,48.563,8.788,12.532,10.304,6.663,26.081,7.671,5.131,5.328,37.283,3.747,6.992,4.606,7.555,34.452,22.669,102.424,44.883,22.965,84.307
382.25,7.832,8.558,7.526,7.794,9.772,7.28,12.215,8.678,8.002,10.965,8.053,5.014,13.414,14.165,9.845,13.562,7.772,8.409,13.688,14.84,17.305,18.431,13.102,13.038,13.07,8.678,7.69,7.769,7.302,19.381,3.247,7.39,8.258,16.797,48.96,9.334,13.202,10.52,7.191,26.386,7.838,5.642,5.866,37.667,4.825,7.406,5.756,7.873,34.667,22.937,102.079,46.092,23.568,84.409
382.47,7.625,8.672,7.373,7.6,9.355,7.712,11.807,8.29,8.153,10.471,8.057,4.816,13.18,14.09,8.958,13.217,7.755,8.168,13.854,15.035,17.256,18.742,13.093,13.23,12.45,8.917,7.519,8.137,7.218,19.083,3.306,7.503,8.423,16.849,49.091,9.343,13.463,10.405,7.062,26.54,8.066,5.903,6.528,37.723,4.884,7.292,6.248,7.858,34.452,23.166,102.333,47.575,23.679,84.72
382.68,8.23,8.621,7.886,8.006,9.372,7.889,11.711,7.984,8.163,11.327,8.572,5.063,13.386,13.798,9.098,13.413,8.156,8.812,14.46,15.854,17.464,19.154,13.164,13.77,12.453,9.252,8.513,8.507,7.842,19.575,3.798,8.101,9.147,17.556,49.563,9.748,13.152,10.394,7.375,26.996,9.04,6.11,6.608,38.079,4.971,7.615,6.58,8.239,34.834,23.179,102.262,49.372,23.866,85.155
382.9,7.536,8.41,7.109,7.899,8.709,7.088,11.137,7.805,7.563,10.871,8.407,4.977,12.937,13.835,8.83,12.734,7.472,8.083,14.185,15.507,17.149,18.597,12.592,13.275,12.22,8.869,8.891,7.995,7.699,19.166,3.729,7.899,8.28,17.349,49.167,9.347,12.398,9.913,7.028,26.333,8.815,6.048,6.196,37.884,4.923,7.128,6.604,8.201,35.275,23.306,101.536,49.832,23.82,84.611
383.12,7.378,7.904,6.836,7.312,8.151,7.128,10.546,8.134,7.306,10.546,8.238,4.831,12.257,13.53,8.806,12.605,7.179,7.878,13.637,15.095,16.627,18.216,12.638,13.117,12.022,9.005,9.249,7.693,7.772,19.257,3.213,7.771,7.83,16.889,48.53,9.386,12.245,9.508,6.726,25.945,7.488,5.905,6.125,37.678,4.623,6.964,5.67,7.884,35.27,23.38,100.919,50.824,23.621,83.914
383.34,7.087,7.766,6.72,6.853,8.133,7.144,10.182,7.801,7.135,10.333,8.13,4.404,12.217,13.455,8.444,12.774,7.253,7.15,13.808,14.539,16.435,18.265,12.199,12.996,11.355,8.633,8.678,7.283,7.507,19.127,3.163,7.505,8.284,16.666,48.792,9.247,11.977,9.178,6.569,25.613,7.709,5.897,5.695,37.62,4.795,6.465,5.112,7.33,35.585,23.116,101.06,51.949,23.146,83.977
383.56,6.559,7.266,6.58,6.583,7.28,6.952,9.745,6.973,6.592,9.898,7.052,4.332,11.384,12.621,7.585,12.421,7.231,6.548,13.336,13.772,15.76,17.917,11.492,12.152,10.375,8.309,8.101,6.724,7.745,17.975,2.23,7.392,7.697,16.141,48.536,8.98,11.577,8.426,6.164,25.329,7.14,5.416,4.783,37.401,4.558,6.196,4.845,6.914,35.203,22.243,100.369,52.979,22.718,83.511
383.77,6.847,7.742,6.914,6.908,7.3,7.104,9.771,7.514,7.101,10.069,7.387,4.841,11.682,12.863,8.135,12.462,7.54,6.697,13.538,13.564,16.24,17.886,11.561,12.046,10.6,8.129,8.008,6.737,7.48,17.92,2.179,7.442,7.453,15.943,48.407,9.035,11.538,8.842,5.903,25.287,7.37,5.973,4.91,37.628,4.852,6.593,5.098,7.491,35.698,22.181,99.4,54.186,23.007,83.2
383.99,6.616,7.746,7.243,7.394,7.195,7.772,9.901,7.806,7.422,10.276,7.956,5.148,11.934,13.221,8.124,12.207,7.723,6.508,13.289,13.451,16.716,18.278,12.051,12.045,11.349,8.521,8.056,6.846,7.29,18.229,2.686,7.703,7.879,16.171,48.58,9.529,11.804,9.171,6.411,25.791,7.295,6.298,4.844,38.148,4.339,6.659,5.432,7.337,36.346,22.361,98.541,55.54,23.096,82.782
384.21,6.728,7.934,7.206,7.667,7.459,7.743,9.486,8.218,7.403,10.059,8.024,5.453,12.229,13.311,8.308,12.049,7.406,6.341,13.083,13.356,17.099,18.235,12.055,12.544,11.535,8.451,8.165,7.319,7.241,18.156,3.08,7.872,7.901,16.209,48.345,9.626,11.855,9.188,6.706,25.793,7.468,6.439,4.885,39.134,4.733,7.015,5.497,7.389,36.216,22.291,98.356,57.046,23.55,83.524
384.43,6.699,7.967,6.687,7.383,7.761,7.578,9.338,7.836,7.21,9.809,8.204,5.778,11.853,13.236,8.009,12.017,7.144,6.064,12.955,13.094,17.139,17.712,11.709,12.39,11.611,8.151,7.644,7.244,7.106,17.55,3.33,8.201,7.533,16.059,48.378,9.542,11.742,9.155,6.173,25.876,7.202,6.003,4.648,39.54,4.682,6.646,5.625,7.163,35.948,22.112,98.317,58.07,23.225,83.777
384.64,6.511,7.478,6.4,7.043,7.431,7.37,8.52,7.9,7.035,9.244,7.706,5.763,11.794,13.249,7.29,11.317,6.963,6.497,13.443,12.797,16.509,18.03,11.32,12.157,11.683,7.872,7.5,6.902,7.146,17.556,2.988,8.091,7.34,15.979,48.57,9.665,11.763,8.648,5.552,25.739,6.849,5.025,4.496,39.287,4.366,6.054,5.155,6.963,36.358,22.418,98.938,59.288,23.211,83.924
384.86,6.49,7.063,6.581,6.986,7.728,6.859,8.512,8.048,7.074,9.072,7.24,5.477,11.837,13.175,7.287,11.221,6.92,6.401,13.225,12.206,16.514,17.686,11.354,11.961,11.15,8.065,7.43,6.603,6.893,17.476,2.842,7.624,7.121,16.196,49.251,9.475,11.71,8.774,5.104,25.497,6.423,4.688,3.929,38.736,4.34,5.96,5.171,6.851,36.673,22.159,98.516,60.343,23.4,84.105
385.08,6.003,7.421,6.273,6.614,7.669,6.434,8.075,7.8,7.175,8.771,6.968,5.223,11.741,13.042,7.085,10.983,5.975,5.861,12.984,11.441,16.325,17.266,11.026,12.117,11.13,7.661,6.791,5.913,6.593,17.032,2.1,7.623,6.976,15.723,48.815,9.357,12.035,8.386,4.557,25.352,5.899,4.443,3.96,38.61,4.279,5.954,5.154,6.785,36.412,21.802,98.282,61.194,23.533,84.1
385.3,6.157,7.305,6.255,6.562,7.813,6.621,7.786,7.845,6.795,8.863,6.543,5.107,11.525,12.6,7.007,11.069,6.106,5.862,13.107,11.685,16.087,17.284,11.094,12.399,10.16,7.897,6.483,6.144,6.677,16.754,1.794,7.677,7.072,15.824,49.012,9.083,12.274,8.304,4.651,25.406,6.052,4.285,3.563,38.621,3.853,6.195,5.091,6.543,36.436,21.818,99.026,62.708,23.68,84.931
385.51,5.99,7.78,6.374,6.831,7.974,6.022,7.847,7.493,6.882,9.01,6.328,5.273,11.671,12.679,7.001,10.703,6.374,5.541,13.577,11.768,15.554,17.387,10.949,12.112,9.935,7.269,6.209,6.368,6.874,16.133,2.061,8.05,7.239,16.119,49.42,8.829,12.46,8.51,4.41,25.681,6.787,4.262,2.842,38.666,3.967,6.098,5.422,6.401,36.54,21.487,98.991,63.968,23.893,85.625
385.73,6.555,8.003,6.475,7.091,8.177,6.137,8.362,7.636,6.996,9.129,6.658,5.489,11.568,13.04,7.363,10.786,6.528,6.039,13.64,11.473,15.829,17.621,11.41,12.015,10.413,7.839,6.56,6.309,6.893,16.529,2.376,8.315,7.221,16.778,48.723,8.994,12.937,8.698,4.599,25.745,6.959,4.271,2.934,38.765,4.06,6.489,5.878,6.959,36.424,21.813,98.512,64.851,24.278,86.19
385.95,6.616,8.459,6.784,7.238,8.833,6.342,8.449,8.057,7.398,9.233,7.568,5.811,11.949,13.316,7.751,10.922,6.899,6.373,13.599,11.771,16.255,17.943,11.698,12.529,10.961,8.059,7.474,6.985,6.596,17.047,3.296,8.292,7.699,17.128,48.758,9.424,13.287,9.006,4.614,26.285,7.398,4.321,3.539,38.673,4.698,7.118,6.083,7.359,36.702,22.298,98.677,66.139,24.774,86.707
386.17,6.781,8.597,6.476,7.101,8.996,6.108,8.331,7.936,7.619,9.257,7.41,6.012,12.236,13.02,7.913,11.114,6.956,6.242,13.523,11.521,16.36,17.89,11.382,12.504,10.681,8.259,7.619,7.191,6.512,17.036,3.531,8.692,8.161,17.477,49.011,9.752,13.087,9.259,5.169,26.442,7.33,4.104,3.443,39.14,4.694,6.871,5.935,7.583,36.641,22.421,99.26,67.138,25.184,87.341
386.38,7.138,8.787,6.014,6.973,9.418,5.798,8.073,7.854,7.643,9.096,7.313,6.437,12.296,12.881,8.039,11.474,6.576,6.54,14.221,11.662,16.375,17.9,11.026,12.899,10.116,8.315,7.676,6.926,6.386,16.586,3.383,8.97,8.562,17.877,48.628,9.294,12.994,9.196,4.837,26.507,7.748,3.886,3.989,38.679,5.336,6.916,5.774,7.759,36.212,22.116,99.961,68.425,25.788,88.248
386.6,7.033,8.811,6.011,7.195,9.609,6.019,8.369,7.62,8.021,9.304,7.51,6.619,12.343,12.981,8.473,11.974,6.997,6.72,14.434,11.969,16.454,17.818,11.194,12.787,10.331,8.738,8.044,6.807,6.369,16.35,3.338,9.269,8.928,18.059,48.97,9.22,13.504,9.482,5.155,26.548,7.983,3.999,4.289,38.611,5.729,7.355,5.999,8.133,36.039,22.152,100.297,69.544,26.314,88.112
386.82,7.149,8.64,6.011,7.171,9.402,6.136,8.57,7.572,7.868,9.249,7.364,6.384,12.079,12.721,8.312,12.284,6.988,6.875,14.302,11.746,16.275,18.069,11.232,12.588,10.144,8.943,8.081,6.264,5.968,15.964,3.146,9.409,9.259,18.095,48.784,9.264,13.726,9.648,5.206,26.549,8.251,4.186,4.359,38.442,5.617,7.587,5.863,7.886,36.26,22.506,101.093,70.413,26.451,88.61
